Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
03/12/2023,03/13/2023,Owls Head,OH,35304.00,13300000.00,,923524,dPCR - N1
03/12/2023,03/13/2023,Port Richmond,PR,27264.00,14300000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/12/2023,03/13/2023,Red Hook,RH,118608.00,45300000.00,,257556,dPCR - N1
03/12/2023,03/13/2023,Rockaway,RK,44424.00,31400000.00,**Sample originally failed-reran on 4/13/23,117991,dPCR - N1
03/12/2023,03/13/2023,Tallman Island,TI,29112.00,16400000.00,,457817,dPCR - N1
03/12/2023,03/13/2023,Wards Island,WI,66960.00,41500000.00,,1173448,dPCR - N1
03/14/2023,03/15/2023,26th Ward,26W,,,,318262,dPCR - N1
03/14/2023,03/15/2023,Bowery Bay,BB,37320.00,19700000.00,,894311,dPCR - N1
03/14/2023,03/15/2023,Coney Island,CI,41976.00,22600000.00,,647635,dPCR - N1
03/14/2023,03/15/2023,Hunts Point,HP,13080.00,7410000.00,,781885,dPCR - N1
03/14/2023,03/15/2023,Jamaica Bay,JA,98136.00,43000000.00,,735054,dPCR - N1
03/14/2023,03/15/2023,Newtown Creek,NC,54744.00,36300000.00,,1227810,dPCR - N1
03/14/2023,03/15/2023,North River,NR,52896.00,32100000.00,,649549,dPCR - N1
03/14/2023,03/15/2023,Oakwood Beach,OB,41736.00,22700000.00,,243910,dPCR - N1
03/14/2023,03/15/2023,Owls Head,OH,45480.00,17500000.00,,923524,dPCR - N1
03/14/2023,03/15/2023,Port Richmond,PR,113640.00,69000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/14/2023,03/15/2023,Red Hook,RH,29592.00,11700000.00,,257556,dPCR - N1
03/14/2023,03/15/2023,Rockaway,RK,33240.00,24500000.00,,117991,dPCR - N1
03/14/2023,03/15/2023,Tallman Island,TI,37128.00,22700000.00,,457817,dPCR - N1
03/14/2023,03/15/2023,Wards Island,WI,38880.00,27500000.00,,1173448,dPCR - N1
03/19/2023,03/20/2023,26th Ward,26W,28320.00,16500000.00,**Sample originally failed-reran on 4/13/23,318262,dPCR - N1
03/19/2023,03/20/2023,Bowery Bay,BB,67776.00,25800000.00,,894311,dPCR - N1
03/19/2023,03/20/2023,Coney Island,CI,71880.00,34500000.00,,647635,dPCR - N1
03/19/2023,03/20/2023,Hunts Point,HP,42312.00,46100000.00,**Sample originally failed-reran on 4/13/23,781885,dPCR - N1
03/19/2023,03/20/2023,Jamaica Bay,JA,56760.00,22800000.00,,735054,dPCR - N1
03/19/2023,03/20/2023,Newtown Creek,NC,80232.00,45000000.00,**Sample originally failed-reran on 4/13/23,1227810,dPCR - N1
03/19/2023,03/20/2023,North River,NR,51552.00,27900000.00,,649549,dPCR - N1
03/19/2023,03/20/2023,Oakwood Beach,OB,61632.00,28800000.00,,243910,dPCR - N1
03/19/2023,03/20/2023,Owls Head,OH,60864.00,21000000.00,,923524,dPCR - N1
03/19/2023,03/20/2023,Port Richmond,PR,37104.00,16900000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/19/2023,03/20/2023,Red Hook,RH,127680.00,45000000.00,,257556,dPCR - N1
03/19/2023,03/20/2023,Rockaway,RK,28992.00,17700000.00,,117991,dPCR - N1
03/19/2023,03/20/2023,Tallman Island,TI,50448.00,21700000.00,,457817,dPCR - N1
03/19/2023,03/20/2023,Wards Island,WI,44784.00,23800000.00,,1173448,dPCR - N1
03/21/2023,03/22/2023,26th Ward,26W,76608.00,41900000.00,,318262,dPCR - N1
03/21/2023,03/22/2023,Bowery Bay,BB,110736.00,39800000.00,,894311,dPCR - N1
03/21/2023,03/22/2023,Coney Island,CI,19272.00,8560000.00,,647635,dPCR - N1
03/21/2023,03/22/2023,Hunts Point,HP,42456.00,41300000.00,,781885,dPCR - N1
03/21/2023,03/22/2023,Jamaica Bay,JA,112104.00,42700000.00,,735054,dPCR - N1
03/21/2023,03/22/2023,Newtown Creek,NC,54312.00,30800000.00,,1227810,dPCR - N1
03/21/2023,03/22/2023,North River,NR,93672.00,53500000.00,,649549,dPCR - N1
03/21/2023,03/22/2023,Oakwood Beach,OB,36336.00,13400000.00,,243910,dPCR - N1
03/21/2023,03/22/2023,Owls Head,OH,107304.00,35600000.00,,923524,dPCR - N1
03/21/2023,03/22/2023,Port Richmond,PR,128112.00,54000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/21/2023,03/22/2023,Red Hook,RH,102552.00,34700000.00,,257556,dPCR - N1
03/21/2023,03/22/2023,Rockaway,RK,21216.00,12300000.00,,117991,dPCR - N1
03/21/2023,03/22/2023,Tallman Island,TI,78192.00,33600000.00,,457817,dPCR - N1
03/21/2023,03/22/2023,Wards Island,WI,39312.00,24900000.00,,1173448,dPCR - N1
03/26/2023,03/27/2023,26th Ward,26W,11232.00,6150000.00,,318262,dPCR - N1
03/26/2023,03/27/2023,Bowery Bay,BB,51696.00,20800000.00,,894311,dPCR - N1
03/26/2023,03/27/2023,Coney Island,CI,34656.00,16600000.00,,647635,dPCR - N1
03/26/2023,03/27/2023,Hunts Point,HP,18168.00,11800000.00,,781885,dPCR - N1
03/26/2023,03/27/2023,Jamaica Bay,JA,54600.00,21400000.00,,735054,dPCR - N1
03/26/2023,03/27/2023,Newtown Creek,NC,34800.00,19600000.00,,1227810,dPCR - N1
03/26/2023,03/27/2023,North River,NR,21720.00,11900000.00,,649549,dPCR - N1
03/26/2023,03/27/2023,Oakwood Beach,OB,61488.00,36100000.00,,243910,dPCR - N1
03/26/2023,03/27/2023,Owls Head,OH,54144.00,19500000.00,,923524,dPCR - N1
03/26/2023,03/27/2023,Port Richmond,PR,45288.00,19900000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/26/2023,03/27/2023,Red Hook,RH,44256.00,15000000.00,,257556,dPCR - N1
03/26/2023,03/27/2023,Rockaway,RK,31896.00,19400000.00,,117991,dPCR - N1
03/26/2023,03/27/2023,Tallman Island,TI,38448.00,16500000.00,,457817,dPCR - N1
03/26/2023,03/27/2023,Wards Island,WI,7848.00,4510000.00,,1173448,dPCR - N1
03/28/2023,03/29/2023,26th Ward,26W,64056.00,35800000.00,,318262,dPCR - N1
03/28/2023,03/29/2023,Bowery Bay,BB,129792.00,47200000.00,,894311,dPCR - N1
03/28/2023,03/29/2023,Coney Island,CI,46560.00,23100000.00,,647635,dPCR - N1
03/28/2023,03/29/2023,Hunts Point,HP,10464.00,10000000.00,,781885,dPCR - N1
03/28/2023,03/29/2023,Jamaica Bay,JA,211176.00,79400000.00,,735054,dPCR - N1
03/28/2023,03/29/2023,Newtown Creek,NC,82416.00,45500000.00,,1227810,dPCR - N1
03/28/2023,03/29/2023,North River,NR,62736.00,35800000.00,,649549,dPCR - N1
03/28/2023,03/29/2023,Oakwood Beach,OB,99192.00,42800000.00,,243910,dPCR - N1
03/28/2023,03/29/2023,Owls Head,OH,96288.00,32000000.00,,923524,dPCR - N1
03/28/2023,03/29/2023,Port Richmond,PR,91296.00,38500000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
03/28/2023,03/29/2023,Red Hook,RH,70584.00,23900000.00,,257556,dPCR - N1
03/28/2023,03/29/2023,Rockaway,RK,118272.00,72100000.00,,117991,dPCR - N1
03/28/2023,03/29/2023,Tallman Island,TI,86280.00,37800000.00,,457817,dPCR - N1
03/28/2023,03/29/2023,Wards Island,WI,60600.00,33200000.00,,1173448,dPCR - N1
04/02/2023,04/03/2023,26th Ward,26W,13896.00,7770000.00,,318262,dPCR - N1
04/02/2023,04/03/2023,Bowery Bay,BB,27960.00,10900000.00,,894311,dPCR - N1
04/02/2023,04/03/2023,Coney Island,CI,46152.00,20200000.00,,647635,dPCR - N1
04/02/2023,04/03/2023,Hunts Point,HP,25848.00,16500000.00,,781885,dPCR - N1
04/02/2023,04/03/2023,Jamaica Bay,JA,53472.00,20700000.00,,735054,dPCR - N1
04/02/2023,04/03/2023,Newtown Creek,NC,97680.00,51500000.00,,1227810,dPCR - N1
04/02/2023,04/03/2023,North River,NR,111216.00,61600000.00,,649549,dPCR - N1
04/02/2023,04/03/2023,Oakwood Beach,OB,45312.00,21900000.00,,243910,dPCR - N1
04/02/2023,04/03/2023,Owls Head,OH,104976.00,36600000.00,,923524,dPCR - N1
04/02/2023,04/03/2023,Port Richmond,PR,70632.00,31000000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/02/2023,04/03/2023,Red Hook,RH,9384.00,3170000.00,,257556,dPCR - N1
04/02/2023,04/03/2023,Rockaway,RK,68208.00,39400000.00,,117991,dPCR - N1
04/02/2023,04/03/2023,Tallman Island,TI,24120.00,11600000.00,,457817,dPCR - N1
04/02/2023,04/03/2023,Wards Island,WI,13224.00,7980000.00,,1173448,dPCR - N1
04/04/2023,04/05/2023,26th Ward,26W,40104.00,21500000.00,,318262,dPCR - N1
04/04/2023,04/05/2023,Bowery Bay,BB,106416.00,37800000.00,,894311,dPCR - N1
04/04/2023,04/05/2023,Coney Island,CI,48864.00,20800000.00,,647635,dPCR - N1
04/04/2023,04/05/2023,Hunts Point,HP,59256.00,34400000.00,,781885,dPCR - N1
04/04/2023,04/05/2023,Jamaica Bay,JA,189072.00,67200000.00,,735054,dPCR - N1
04/04/2023,04/05/2023,Newtown Creek,NC,82512.00,44800000.00,,1227810,dPCR - N1
04/04/2023,04/05/2023,North River,NR,57504.00,34200000.00,,649549,dPCR - N1
04/04/2023,04/05/2023,Oakwood Beach,OB,65256.00,25900000.00,,243910,dPCR - N1
04/04/2023,04/05/2023,Owls Head,OH,33960.00,12000000.00,,923524,dPCR - N1
04/04/2023,04/05/2023,Port Richmond,PR,60840.00,24600000.00,This sample was analyzed in duplicate. Flow value not yet available.,224516,dPCR - N1
04/04/2023,04/05/2023,Red Hook,RH,66192.00,22400000.00,,257556,dPCR - N1
04/04/2023,04/05/2023,Rockaway,RK,57264.00,33100000.00,,117991,dPCR - N1
04/04/2023,04/05/2023,Tallman Island,TI,75768.00,28200000.00,,457817,dPCR - N1
04/04/2023,04/05/2023,Wards Island,WI,21528.00,13000000.00,,1173448,dPCR - N1
04/09/2023,04/10/2023,26th Ward,26W,31224.00,17100000.00,,318262,dPCR - N1
04/09/2023,04/10/2023,Bowery Bay,BB,72264.00,26000000.00,,894311,dPCR - N1
04/09/2023,04/10/2023,Coney Island,CI,25704.00,10700000.00,,647635,dPCR - N1
04/09/2023,04/10/2023,Hunts Point,HP,12864.00,9780000.00,,781885,dPCR - N1
04/09/2023,04/10/2023,Jamaica Bay,JA,81960.00,30000000.00,,735054,dPCR - N1
04/09/2023,04/10/2023,Newtown Creek,NC,54168.00,27400000.00,,1227810,dPCR - N1
04/09/2023,04/10/2023,North River,NR,11520.00,6040000.00,,649549,dPCR - N1
04/09/2023,04/10/2023,Oakwood Beach,OB,12528.00,5040000.00,,243910,dPCR - N1
04/09/2023,04/10/2023,Owls Head,OH,101952.00,32200000.00,,923524,dPCR - N1
04/09/2023,04/10/2023,Port Richmond,PR,85488.00,34600000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/09/2023,04/10/2023,Red Hook,RH,52200.00,18400000.00,,257556,dPCR - N1
04/09/2023,04/10/2023,Rockaway,RK,67728.00,39100000.00,,117991,dPCR - N1
04/09/2023,04/10/2023,Tallman Island,TI,30504.00,12900000.00,,457817,dPCR - N1
04/09/2023,04/10/2023,Wards Island,WI,7872.00,4550000.00,,1173448,dPCR - N1
04/11/2023,04/12/2023,26th Ward,26W,12912.00,6600000.00,,318262,dPCR - N1
04/11/2023,04/12/2023,Bowery Bay,BB,54456.00,18900000.00,,894311,dPCR - N1
04/11/2023,04/12/2023,Coney Island,CI,45528.00,18600000.00,,647635,dPCR - N1
04/11/2023,04/12/2023,Hunts Point,HP,23064.00,13500000.00,,781885,dPCR - N1
04/11/2023,04/12/2023,Jamaica Bay,JA,144480.00,52100000.00,,735054,dPCR - N1
04/11/2023,04/12/2023,Newtown Creek,NC,87240.00,46000000.00,,1227810,dPCR - N1
04/11/2023,04/12/2023,North River,NR,33216.00,18400000.00,,649549,dPCR - N1
04/11/2023,04/12/2023,Oakwood Beach,OB,13776.00,5240000.00,,243910,dPCR - N1
04/11/2023,04/12/2023,Owls Head,OH,42744.00,13700000.00,,923524,dPCR - N1
04/11/2023,04/12/2023,Port Richmond,PR,78048.00,31600000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/11/2023,04/12/2023,Red Hook,RH,70128.00,26800000.00,,257556,dPCR - N1
04/11/2023,04/12/2023,Rockaway,RK,30744.00,16800000.00,,117991,dPCR - N1
04/11/2023,04/12/2023,Tallman Island,TI,76896.00,27300000.00,,457817,dPCR - N1
04/11/2023,04/12/2023,Wards Island,WI,18312.00,10600000.00,,1173448,dPCR - N1
04/16/2023,04/17/2023,26th Ward,26W,30048.00,15400000.00,,318262,dPCR - N1
04/16/2023,04/17/2023,Bowery Bay,BB,59664.00,22000000.00,,894311,dPCR - N1
04/16/2023,04/17/2023,Coney Island,CI,37200.00,15900000.00,,647635,dPCR - N1
04/16/2023,04/17/2023,Hunts Point,HP,33192.00,17500000.00,,781885,dPCR - N1
04/16/2023,04/17/2023,Jamaica Bay,JA,53160.00,19700000.00,,735054,dPCR - N1
04/16/2023,04/17/2023,Newtown Creek,NC,55536.00,29400000.00,,1227810,dPCR - N1
04/16/2023,04/17/2023,North River,NR,25704.00,14100000.00,,649549,dPCR - N1
04/16/2023,04/17/2023,Oakwood Beach,OB,42744.00,16700000.00,,243910,dPCR - N1
04/16/2023,04/17/2023,Owls Head,OH,77112.00,25600000.00,,923524,dPCR - N1
04/16/2023,04/17/2023,Port Richmond,PR,64920.00,27400000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/16/2023,04/17/2023,Red Hook,RH,52248.00,18400000.00,,257556,dPCR - N1
04/16/2023,04/17/2023,Rockaway,RK,6648.00,3840000.00,,117991,dPCR - N1
04/16/2023,04/17/2023,Tallman Island,TI,49104.00,21100000.00,,457817,dPCR - N1
04/16/2023,04/17/2023,Wards Island,WI,7896.00,4840000.00,,1173448,dPCR - N1
04/19/2023,04/20/2023,26th Ward,26W,31392.00,16800000.00,,318262,dPCR - N1
04/19/2023,04/20/2023,Bowery Bay,BB,43224.00,15900000.00,,894311,dPCR - N1
04/19/2023,04/20/2023,Coney Island,CI,17880.00,7520000.00,,647635,dPCR - N1
04/19/2023,04/20/2023,Hunts Point,HP,38520.00,20300000.00,,781885,dPCR - N1
04/19/2023,04/20/2023,Jamaica Bay,JA,60816.00,21600000.00,,735054,dPCR - N1
04/19/2023,04/20/2023,Newtown Creek,NC,44064.00,24000000.00,,1227810,dPCR - N1
04/19/2023,04/20/2023,North River,NR,8952.00,4380000.00,,649549,dPCR - N1
04/19/2023,04/20/2023,Oakwood Beach,OB,56832.00,20600000.00,,243910,dPCR - N1
04/19/2023,04/20/2023,Owls Head,OH,50328.00,15900000.00,,923524,dPCR - N1
04/19/2023,04/20/2023,Port Richmond,PR,31776.00,12900000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/19/2023,04/20/2023,Red Hook,RH,59136.00,20000000.00,,257556,dPCR - N1
04/19/2023,04/20/2023,Rockaway,RK,5328.00,3250000.00,,117991,dPCR - N1
04/19/2023,04/20/2023,Tallman Island,TI,71688.00,27900000.00,,457817,dPCR - N1
04/19/2023,04/20/2023,Wards Island,WI,22320.00,13200000.00,,1173448,dPCR - N1
04/23/2023,04/24/2023,26th Ward,26W,26328.00,32300000.00,,318262,dPCR - N1
04/23/2023,04/24/2023,Bowery Bay,BB,24024.00,16600000.00,,894311,dPCR - N1
04/23/2023,04/24/2023,Coney Island,CI,23112.00,12300000.00,,647635,dPCR - N1
04/23/2023,04/24/2023,Hunts Point,HP,3792.00,3520000.00,,781885,dPCR - N1
04/23/2023,04/24/2023,Jamaica Bay,JA,37704.00,20200000.00,,735054,dPCR - N1
04/23/2023,04/24/2023,Newtown Creek,NC,25872.00,28100000.00,,1227810,dPCR - N1
04/23/2023,04/24/2023,North River,NR,7680.00,7340000.00,,649549,dPCR - N1
04/23/2023,04/24/2023,Oakwood Beach,OB,26304.00,15700000.00,,243910,dPCR - N1
04/23/2023,04/24/2023,Owls Head,OH,11328.00,5340000.00,,923524,dPCR - N1
04/23/2023,04/24/2023,Port Richmond,PR,9264.00,6720000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/23/2023,04/24/2023,Red Hook,RH,20088.00,13300000.00,,257556,dPCR - N1
04/23/2023,04/24/2023,Rockaway,RK,6648.00,4690000.00,,117991,dPCR - N1
04/23/2023,04/24/2023,Tallman Island,TI,14616.00,10800000.00,,457817,dPCR - N1
04/23/2023,04/24/2023,Wards Island,WI,10488.00,9470000.00,,1173448,dPCR - N1
04/30/2023,05/01/2023,26th Ward,26W,6240.00,9650000.00,,318262,dPCR - N1
04/30/2023,05/01/2023,Bowery Bay,BB,16440.00,16000000.00,,894311,dPCR - N1
04/30/2023,05/01/2023,Coney Island,CI,11544.00,11100000.00,,647635,dPCR - N1
04/30/2023,05/01/2023,Hunts Point,HP,2808.00,4320000.00,,781885,dPCR - N1
04/30/2023,05/01/2023,Jamaica Bay,JA,28584.00,20600000.00,,735054,dPCR - N1
04/30/2023,05/01/2023,Newtown Creek,NC,11616.00,15000000.00,,1227810,dPCR - N1
04/30/2023,05/01/2023,North River,NR,9384.00,13900000.00,,649549,dPCR - N1
04/30/2023,05/01/2023,Oakwood Beach,OB,20040.00,23400000.00,,243910,dPCR - N1
04/30/2023,05/01/2023,Owls Head,OH,3888.00,2880000.00,,923524,dPCR - N1
04/30/2023,05/01/2023,Port Richmond,PR,5280.00,6680000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
04/30/2023,05/01/2023,Red Hook,RH,12048.00,13800000.00,,257556,dPCR - N1
04/30/2023,05/01/2023,Rockaway,RK,6720.00,6040000.00,,117991,dPCR - N1
04/30/2023,05/01/2023,Tallman Island,TI,5400.00,5540000.00,,457817,dPCR - N1
04/30/2023,05/01/2023,Wards Island,WI,13104.00,18000000.00,,1173448,dPCR - N1
05/07/2023,05/08/2023,26th Ward,26W,2496.00,1400000.00,,318262,dPCR - N1
05/07/2023,05/08/2023,Bowery Bay,BB,77136.00,31300000.00,,894311,dPCR - N1
05/07/2023,05/08/2023,Coney Island,CI,12888.00,5500000.00,,647635,dPCR - N1
05/07/2023,05/08/2023,Hunts Point,HP,20880.00,12000000.00,,781885,dPCR - N1
05/07/2023,05/08/2023,Jamaica Bay,JA,43248.00,18000000.00,,735054,dPCR - N1
05/07/2023,05/08/2023,Newtown Creek,NC,15480.00,8640000.00,,1227810,dPCR - N1
05/07/2023,05/08/2023,North River,NR,118032.00,66000000.00,,649549,dPCR - N1
05/07/2023,05/08/2023,Oakwood Beach,OB,3744.00,1910000.00,,243910,dPCR - N1
05/07/2023,05/08/2023,Owls Head,OH,70608.00,24300000.00,,923524,dPCR - N1
05/07/2023,05/08/2023,Port Richmond,PR,29832.00,16100000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
05/07/2023,05/08/2023,Red Hook,RH,13440.00,4940000.00,,257556,dPCR - N1
05/07/2023,05/08/2023,Rockaway,RK,25248.00,17000000.00,,117991,dPCR - N1
05/07/2023,05/08/2023,Tallman Island,TI,45096.00,21300000.00,,457817,dPCR - N1
05/07/2023,05/08/2023,Wards Island,WI,14424.00,9120000.00,,1173448,dPCR - N1
05/09/2023,05/10/2023,26th Ward,26W,36456.00,19500000.00,,318262,dPCR - N1
05/09/2023,05/10/2023,Bowery Bay,BB,77784.00,30000000.00,,894311,dPCR - N1
05/09/2023,05/10/2023,Coney Island,CI,6384.00,3130000.00,,647635,dPCR - N1
05/09/2023,05/10/2023,Hunts Point,HP,25968.00,14500000.00,,781885,dPCR - N1
05/09/2023,05/10/2023,Jamaica Bay,JA,71376.00,27900000.00,,735054,dPCR - N1
05/09/2023,05/10/2023,Newtown Creek,NC,58080.00,33700000.00,,1227810,dPCR - N1
05/09/2023,05/10/2023,North River,NR,44760.00,26900000.00,,649549,dPCR - N1
05/09/2023,05/10/2023,Oakwood Beach,OB,25152.00,11600000.00,,243910,dPCR - N1
05/09/2023,05/10/2023,Owls Head,OH,75384.00,24400000.00,,923524,dPCR - N1
05/09/2023,05/10/2023,Port Richmond,PR,49320.00,22500000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
05/09/2023,05/10/2023,Red Hook,RH,51096.00,18800000.00,,257556,dPCR - N1
05/09/2023,05/10/2023,Rockaway,RK,40920.00,26300000.00,,117991,dPCR - N1
05/09/2023,05/10/2023,Tallman Island,TI,43968.00,20400000.00,,457817,dPCR - N1
05/09/2023,05/10/2023,Wards Island,WI,39720.00,25200000.00,,1173448,dPCR - N1
05/14/2023,05/15/2023,26th Ward,26W,31248.00,16700000.00,,318262,dPCR - N1
05/14/2023,05/15/2023,Bowery Bay,BB,75696.00,27600000.00,,894311,dPCR - N1
05/14/2023,05/15/2023,Coney Island,CI,34680.00,15200000.00,,647635,dPCR - N1
05/14/2023,05/15/2023,Hunts Point,HP,24408.00,13700000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
05/14/2023,05/15/2023,Jamaica Bay,JA,41568.00,16300000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
05/14/2023,05/15/2023,Newtown Creek,NC,58032.00,31000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
05/14/2023,05/15/2023,North River,NR,48720.00,26700000.00,,649549,dPCR - N1
05/14/2023,05/15/2023,Oakwood Beach,OB,36384.00,15600000.00,,243910,dPCR - N1
05/14/2023,05/15/2023,Owls Head,OH,122160.00,38600000.00,,923524,dPCR - N1
05/14/2023,05/15/2023,Port Richmond,PR,46704.00,20500000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
05/14/2023,05/15/2023,Red Hook,RH,112608.00,43000000.00,,257556,dPCR - N1
05/14/2023,05/15/2023,Rockaway,RK,4032.00,2460000.00,,117991,dPCR - N1
05/14/2023,05/15/2023,Tallman Island,TI,63816.00,28500000.00,,457817,dPCR - N1
05/14/2023,05/15/2023,Wards Island,WI,21192.00,12400000.00,,1173448,dPCR - N1
05/16/2023,05/17/2023,26th Ward,26W,32256.00,17300000.00,,318262,dPCR - N1
05/16/2023,05/17/2023,Bowery Bay,BB,97536.00,35900000.00,,894311,dPCR - N1
05/16/2023,05/17/2023,Coney Island,CI,96840.00,43000000.00,,647635,dPCR - N1
05/16/2023,05/17/2023,Hunts Point,HP,16392.00,8170000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
05/16/2023,05/17/2023,Jamaica Bay,JA,89712.00,34200000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
05/16/2023,05/17/2023,Newtown Creek,NC,83616.00,46900000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
05/16/2023,05/17/2023,North River,NR,78096.00,46400000.00,,649549,dPCR - N1
05/16/2023,05/17/2023,Oakwood Beach,OB,95184.00,42700000.00,,243910,dPCR - N1
05/16/2023,05/17/2023,Owls Head,OH,96168.00,31100000.00,,923524,dPCR - N1
05/16/2023,05/17/2023,Port Richmond,PR,47808.00,21800000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
05/16/2023,05/17/2023,Red Hook,RH,112200.00,49500000.00,,257556,dPCR - N1
05/16/2023,05/17/2023,Rockaway,RK,44616.00,27200000.00,,117991,dPCR - N1
05/16/2023,05/17/2023,Tallman Island,TI,67488.00,31200000.00,,457817,dPCR - N1
05/16/2023,05/17/2023,Wards Island,WI,117480.00,70100000.00,,1173448,dPCR - N1
05/21/2023,05/22/2023,26th Ward,26W,7656.00,5550000.00,,318262,dPCR - N1
05/21/2023,05/22/2023,Bowery Bay,BB,90960.00,36200000.00,,894311,dPCR - N1
05/21/2023,05/22/2023,Coney Island,CI,28032.00,12900000.00,,647635,dPCR - N1
05/21/2023,05/22/2023,Hunts Point,HP,14112.00,7380000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
05/21/2023,05/22/2023,Jamaica Bay,JA,110520.00,45000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
05/21/2023,05/22/2023,Newtown Creek,NC,62760.00,34800000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
05/21/2023,05/22/2023,North River,NR,75288.00,44800000.00,,649549,dPCR - N1
05/21/2023,05/22/2023,Oakwood Beach,OB,64824.00,28400000.00,,243910,dPCR - N1
05/21/2023,05/22/2023,Owls Head,OH,123768.00,42100000.00,,923524,dPCR - N1
05/21/2023,05/22/2023,Port Richmond,PR,41208.00,18100000.00,,224516,dPCR - N1
05/21/2023,05/22/2023,Red Hook,RH,29208.00,9440000.00,,257556,dPCR - N1
05/21/2023,05/22/2023,Rockaway,RK,13104.00,8830000.00,,117991,dPCR - N1
05/21/2023,05/22/2023,Tallman Island,TI,83016.00,46700000.00,,457817,dPCR - N1
05/21/2023,05/22/2023,Wards Island,WI,24192.00,14400000.00,,1173448,dPCR - N1
05/23/2023,05/25/2023,26th Ward,26W,38688.00,20700000.00,,318262,dPCR - N1
05/23/2023,05/25/2023,Bowery Bay,BB,76824.00,28000000.00,,894311,dPCR - N1
05/23/2023,05/25/2023,Coney Island,CI,44928.00,20200000.00,,647635,dPCR - N1
05/23/2023,05/25/2023,Hunts Point,HP,7704.00,3620000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
05/23/2023,05/25/2023,Jamaica Bay,JA,103152.00,40400000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
05/23/2023,05/25/2023,Newtown Creek,NC,151896.00,86600000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
05/23/2023,05/25/2023,North River,NR,160440.00,94400000.00,,649549,dPCR - N1
05/23/2023,05/25/2023,Oakwood Beach,OB,75384.00,31400000.00,,243910,dPCR - N1
05/23/2023,05/25/2023,Owls Head,OH,141984.00,46000000.00,,923524,dPCR - N1
05/23/2023,05/25/2023,Port Richmond,PR,73104.00,32000000.00,,224516,dPCR - N1
05/23/2023,05/25/2023,Red Hook,RH,106176.00,35900000.00,,257556,dPCR - N1
05/23/2023,05/25/2023,Rockaway,RK,11808.00,7200000.00,,117991,dPCR - N1
05/23/2023,05/25/2023,Tallman Island,TI,68904.00,26200000.00,,457817,dPCR - N1
05/23/2023,05/25/2023,Wards Island,WI,59736.00,33900000.00,,1173448,dPCR - N1
05/30/2023,05/31/2023,26th Ward,26W,66696.00,34100000.00,,318262,dPCR - N1
05/30/2023,05/31/2023,Bowery Bay,BB,109392.00,40300000.00,,894311,dPCR - N1
05/30/2023,05/31/2023,Coney Island,CI,75864.00,35000000.00,,647635,dPCR - N1
